,name,company,year,selling_price,km_driven,fuel,seller_type,transmission,owner
3367,Hyundai Santro Xing,Hyundai,2007,85000,85000,Petrol,Individual,Manual,Second Owner
3368,Hyundai Elantra 2.0,Hyundai,2018,1575000,10000,Petrol,Individual,Automatic,First Owner
3369,Nissan Sunny Diesel,Nissan,2013,325000,105000,Diesel,Individual,Manual,First Owner
3370,Honda City 1.3,Honda,1998,85000,120000,Petrol,Individual,Manual,Second Owner
3371,Hyundai Verna 1.6,Hyundai,2018,860000,30000,Diesel,Dealer,Manual,Second Owner
3372,Maruti S-Cross Sigma,Maruti,2017,690000,41000,Diesel,Individual,Manual,First Owner
3373,Hyundai Elantra CRDi,Hyundai,2013,650000,54000,Diesel,Dealer,Manual,First Owner
3374,Chevrolet Sail LS,Chevrolet,2014,375000,40000,Diesel,Individual,Manual,First Owner
3375,Hyundai Verna 1.6,Hyundai,2013,525000,71000,Diesel,Dealer,Manual,First Owner
3376,Maruti Eeco Smiles,Maruti,2016,330000,72500,Petrol,Dealer,Manual,First Owner
3377,Maruti Eeco Smiles,Maruti,2013,280000,76600,Petrol,Dealer,Manual,First Owner
3378,Maruti Swift ZXI,Maruti,2014,470000,40000,Petrol,Individual,Manual,First Owner
3379,Volkswagen Polo Diesel,Volkswagen,2011,350000,110000,Diesel,Individual,Manual,First Owner
3380,Honda City 1.5,Honda,2012,480000,63000,Petrol,Dealer,Manual,First Owner
3381,Hyundai Verna 1.6,Hyundai,2016,620000,60000,Diesel,Individual,Manual,First Owner
3382,Datsun GO T,Datsun,2014,250000,58000,Petrol,Individual,Manual,First Owner
3383,Chevrolet Spark 1.0,Chevrolet,2010,78692,80000,Petrol,Individual,Manual,Second Owner
3384,Hyundai i20 Magna,Hyundai,2012,350000,80000,Diesel,Individual,Manual,First Owner
3385,Maruti Wagon R,Maruti,2013,250000,70000,Petrol,Individual,Manual,Second Owner
3386,Hyundai i20 1.2,Hyundai,2011,260000,97700,Petrol,Individual,Manual,Fourth & Above Owner
3387,Honda Mobilio S,Honda,2016,640000,36000,Diesel,Individual,Manual,Second Owner
3388,Tata New Safari,Tata,2008,220000,90000,Diesel,Individual,Manual,Second Owner
3389,Volkswagen Vento 1.5,Volkswagen,2015,465000,130000,Diesel,Individual,Manual,First Owner
3390,Maruti Swift Vdi,Maruti,2010,229999,120000,Diesel,Individual,Manual,Second Owner
3391,Maruti Wagon R,Maruti,2018,425000,15000,Petrol,Individual,Manual,First Owner
3392,Tata Indica GLS,Tata,2008,95000,120000,Petrol,Individual,Manual,Third Owner
3393,Hyundai EON LPG,Hyundai,2012,170000,170000,LPG,Individual,Manual,Third Owner
3394,Datsun RediGO T,Datsun,2016,229999,37500,Petrol,Individual,Manual,Second Owner
3395,Maruti 800 Std,Maruti,1999,45000,50000,Petrol,Individual,Manual,Third Owner
3396,Maruti Grand Vitara,Maruti,2007,479000,145000,Petrol,Individual,Manual,Third Owner
3397,Mahindra KUV 100,Mahindra,2016,370000,60000,Petrol,Individual,Manual,First Owner
3398,Hyundai EON Sportz,Hyundai,2016,340000,30000,Petrol,Individual,Manual,First Owner
3399,Maruti Swift Dzire,Maruti,2016,620000,35000,Petrol,Individual,Manual,First Owner
3400,Tata Manza Club,Tata,2012,270000,60000,Diesel,Individual,Manual,First Owner
3401,Tata Tiago 1.05,Tata,2018,400000,35000,Diesel,Individual,Manual,First Owner
3402,Maruti Wagon R,Maruti,2015,260000,40000,Petrol,Individual,Manual,First Owner
3403,Hyundai Santro LE,Hyundai,2003,48000,50000,Petrol,Individual,Manual,Fourth & Above Owner
3404,Tata Nano Twist,Tata,2015,100000,23800,Petrol,Individual,Manual,Second Owner
3405,Nissan Terrano XL,Nissan,2015,490000,70000,Diesel,Individual,Manual,First Owner
3406,Maruti Wagon R,Maruti,2010,120000,90000,LPG,Individual,Manual,Second Owner
3407,Hyundai i10 Era,Hyundai,2008,125000,102000,Petrol,Individual,Manual,Second Owner
3408,Hyundai EON Era,Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner
3409,Maruti Alto 800,Maruti,2019,190000,5000,Petrol,Individual,Manual,First Owner
3410,Tata Harrier XZ,Tata,2019,1700000,10000,Diesel,Individual,Manual,First Owner
3411,Hyundai i10 Sportz,Hyundai,2011,250000,50000,Petrol,Individual,Manual,First Owner
3412,Maruti Ignis 1.2,Maruti,2019,500000,15000,Petrol,Individual,Manual,First Owner
3413,Toyota Corolla Altis,Toyota,2008,400000,35000,Petrol,Individual,Manual,Second Owner
3414,Fiat Linea T,Fiat,2011,500000,20000,Petrol,Individual,Manual,First Owner
3415,Toyota Fortuner 4x2,Toyota,2014,1800000,99000,Diesel,Individual,Automatic,First Owner
3416,Honda Civic 1.8,Honda,2008,320000,90000,Petrol,Individual,Manual,First Owner
3417,Honda Civic 1.8,Honda,2007,250000,47000,Petrol,Dealer,Automatic,First Owner
3418,Ford Figo Diesel,Ford,2010,105000,90000,Diesel,Individual,Manual,Third Owner
3419,Hyundai i20 Active,Hyundai,2018,550000,20000,Petrol,Individual,Manual,First Owner
3420,Hyundai Grand i10,Hyundai,2019,600000,1100,Petrol,Individual,Automatic,First Owner
3421,Maruti Alto 800,Maruti,2020,210000,40000,Petrol,Individual,Manual,First Owner
3422,Maruti Alto 800,Maruti,2012,210000,15000,Petrol,Individual,Manual,First Owner
3423,Maruti Alto LXi,Maruti,2009,150000,40000,Petrol,Individual,Manual,First Owner
3424,Hyundai i10 Era,Hyundai,2008,125000,60000,Petrol,Individual,Manual,First Owner
3425,Maruti Celerio VXI,Maruti,2016,380000,20000,Petrol,Individual,Manual,First Owner
3426,Maruti Baleno Delta,Maruti,2019,600000,5000,Petrol,Individual,Manual,First Owner
3427,Maruti Swift VXI,Maruti,2016,490000,27000,Petrol,Individual,Manual,First Owner
3428,Maruti Swift Dzire,Maruti,2018,545000,38000,Diesel,Individual,Manual,Second Owner
3429,Maruti Wagon R,Maruti,2015,250000,25000,Petrol,Individual,Manual,First Owner
3430,Hyundai Venue SX,Hyundai,2020,1050000,1100,Petrol,Individual,Manual,First Owner
3431,Maruti Wagon R,Maruti,2007,100000,100000,Petrol,Individual,Manual,First Owner
3432,Ford Figo Diesel,Ford,2014,250000,100000,Diesel,Individual,Manual,Second Owner
3433,Maruti Wagon R,Maruti,2007,100000,110000,Petrol,Individual,Manual,First Owner
3434,Ford Figo 1.5D,Ford,2016,350000,60000,Diesel,Individual,Manual,Second Owner
3435,Renault Duster 110PS,Renault,2012,370000,70000,Diesel,Individual,Manual,Second Owner
3436,Maruti Zen VXi,Maruti,2004,121000,110000,Petrol,Individual,Manual,Second Owner
3437,Ford Figo Aspire,Ford,2017,570000,44077,Petrol,Dealer,Automatic,First Owner
3438,Maruti Ertiga SHVS,Maruti,2017,785000,24000,Diesel,Individual,Manual,First Owner
3439,Maruti Ciaz S,Maruti,2018,850000,30000,Diesel,Individual,Manual,First Owner
3440,Maruti Wagon R,Maruti,2016,375000,30000,Petrol,Individual,Manual,Second Owner
3441,Maruti Baleno Alpha,Maruti,2017,619000,40000,Petrol,Individual,Manual,First Owner
3442,Chevrolet Cruze LTZ,Chevrolet,2011,335000,90000,Diesel,Individual,Manual,Second Owner
3443,Toyota Innova 2.5,Toyota,2006,500000,50000,Diesel,Individual,Manual,First Owner
3444,Maruti Wagon R,Maruti,2003,60000,100000,Petrol,Individual,Manual,Second Owner
3445,Maruti Zen Estilo,Maruti,2010,130000,50000,Petrol,Individual,Manual,Second Owner
3446,Mahindra Ingenio CRDe,Mahindra,2015,210000,210000,Diesel,Individual,Manual,First Owner
3447,Toyota Innova Crysta,Toyota,2019,1900000,20000,Diesel,Individual,Manual,First Owner
3448,Tata Indigo TDI,Tata,2013,270000,70000,Diesel,Individual,Manual,Second Owner
3449,Maruti Wagon R,Maruti,2010,225000,100000,Petrol,Individual,Manual,Second Owner
3450,Maruti SX4 ZXI,Maruti,2011,150000,160000,Petrol,Individual,Manual,Second Owner
3451,Chevrolet Beat Diesel,Chevrolet,2013,173000,70000,Diesel,Individual,Manual,First Owner
3452,BMW 5 Series,BMW,2018,4800000,9422,Diesel,Individual,Automatic,First Owner
3453,Volkswagen Vento 1.5,Volkswagen,2017,710000,110000,Diesel,Individual,Automatic,First Owner
3454,Toyota Corolla Altis,Toyota,2019,1500000,20000,Petrol,Individual,Manual,First Owner
3455,Maruti Baleno Zeta,Maruti,2017,550000,20000,Petrol,Individual,Manual,First Owner
3456,Maruti 800 AC,Maruti,2008,58000,70000,Petrol,Individual,Manual,Second Owner
3457,Audi A4 1.8,Audi,2012,1200000,60000,Petrol,Individual,Automatic,Third Owner
3458,Mahindra Scorpio M2DI,Mahindra,2013,500000,150000,Diesel,Individual,Manual,First Owner
3459,Maruti Swift LXi,Maruti,2009,120000,83000,Petrol,Individual,Manual,Second Owner
3460,Toyota Innova 2.5,Toyota,2012,300000,250000,Diesel,Individual,Manual,First Owner
3461,Hyundai EON Era,Hyundai,2018,300000,30000,Petrol,Individual,Manual,First Owner
3462,Datsun GO Plus,Datsun,2015,295000,21000,Petrol,Individual,Manual,First Owner
3463,Maruti Ertiga VXI,Maruti,2018,587000,80000,CNG,Individual,Manual,First Owner
3464,Ambassador Grand 1800,Ambassador,2012,430000,50000,Petrol,Individual,Manual,Second Owner
3465,Hyundai Verna i,Hyundai,2007,123000,50000,Petrol,Individual,Manual,Second Owner
3466,Skoda Laura Ambiente,Skoda,2012,450000,48500,Diesel,Individual,Automatic,Second Owner
3467,Maruti Wagon R,Maruti,2007,130000,60000,Petrol,Individual,Manual,Third Owner
3468,Tata Indica Vista,Tata,2010,110000,90000,Diesel,Individual,Manual,Second Owner
3469,Mahindra Xylo Celebration,Mahindra,2010,200000,240000,Diesel,Individual,Manual,Third Owner
3470,Hyundai Grand i10,Hyundai,2015,320000,70000,Petrol,Individual,Manual,Second Owner
3471,Maruti Wagon R,Maruti,2014,300000,50000,Petrol,Individual,Manual,First Owner
3472,Volkswagen CrossPolo 1.2,Volkswagen,2016,350000,110000,Petrol,Individual,Manual,First Owner
3473,Maruti Ertiga VXI,Maruti,2018,800000,50000,Petrol,Individual,Manual,First Owner
3474,Hyundai Xcent 1.1,Hyundai,2016,270000,175000,Diesel,Individual,Manual,First Owner
3475,Hyundai i20 1.2,Hyundai,2017,540000,60000,Petrol,Individual,Manual,First Owner
3476,Maruti Wagon R,Maruti,2011,160000,60000,CNG,Individual,Manual,Second Owner
3477,Maruti SX4 VDI,Maruti,2013,340000,100000,Diesel,Individual,Manual,Second Owner
3478,Maruti Eeco 5,Maruti,2017,350000,40000,Petrol,Individual,Manual,Second Owner
3479,Volkswagen Vento Diesel,Volkswagen,2011,300000,100000,Diesel,Individual,Manual,First Owner
3480,Maruti Ritz VDi,Maruti,2013,330000,63000,Diesel,Individual,Manual,First Owner
3481,Maruti Wagon R,Maruti,2016,325000,80000,CNG,Individual,Manual,Second Owner
3482,Maruti Swift Dzire,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
3483,Maruti Swift Star,Maruti,2013,250000,55000,Diesel,Individual,Manual,First Owner
3484,Chevrolet Beat LT,Chevrolet,2015,240000,60000,Petrol,Individual,Manual,First Owner
3485,Hyundai Grand i10,Hyundai,2020,545000,5000,Petrol,Individual,Manual,First Owner
3486,Hyundai i10 Magna,Hyundai,2015,300000,48000,Petrol,Dealer,Manual,First Owner
3487,Chevrolet Beat LT,Chevrolet,2010,130000,80000,Petrol,Individual,Manual,Second Owner
3488,Renault KWID RXT,Renault,2017,240000,50000,Petrol,Individual,Manual,First Owner
3489,Renault KWID 1.0,Renault,2018,360000,15000,Petrol,Individual,Manual,First Owner
3490,Hyundai i20 1.4,Hyundai,2012,250000,70000,Diesel,Individual,Manual,First Owner
3491,Skoda Laura Elegance,Skoda,2019,475000,105000,Diesel,Dealer,Automatic,First Owner
3492,Hyundai i20 Asta,Hyundai,2016,600000,50000,Diesel,Individual,Manual,Second Owner
3493,Tata Indigo CR4,Tata,2010,150000,80000,Diesel,Individual,Manual,Second Owner
3494,Ford EcoSport 1.5,Ford,2017,700000,50000,Diesel,Individual,Manual,First Owner
3495,Mahindra XUV500 W6,Mahindra,2016,1290000,5000,Diesel,Individual,Manual,First Owner
3496,Hyundai Santro Xing,Hyundai,2004,80000,58000,Petrol,Individual,Manual,First Owner
3497,Hyundai Grand i10,Hyundai,2015,425000,12000,Petrol,Individual,Manual,First Owner
3498,Maruti Celerio ZXI,Maruti,2018,500000,10000,Petrol,Individual,Automatic,First Owner
3499,Hyundai Santro Xing,Hyundai,2012,193000,45000,Petrol,Individual,Manual,Second Owner
3500,Honda City i,Honda,2015,800000,10000,Petrol,Individual,Manual,First Owner
3501,Maruti Wagon R,Maruti,2008,150000,50000,Petrol,Individual,Manual,First Owner
3502,Maruti 800 AC,Maruti,2002,80000,40000,Petrol,Individual,Manual,Fourth & Above Owner
3503,Ford Figo Diesel,Ford,2010,130000,100000,Diesel,Individual,Manual,Third Owner
3504,Ford Figo Diesel,Ford,2012,280000,80000,Diesel,Individual,Manual,Second Owner
3505,Mahindra Xylo D2,Mahindra,2011,229999,110000,Diesel,Individual,Manual,Second Owner
3506,Maruti Zen Estilo,Maruti,2008,80000,120000,Petrol,Individual,Manual,First Owner
3507,Tata Nano Cx,Tata,2010,70000,10000,Petrol,Individual,Manual,First Owner
3508,Maruti Ritz VDi,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
3509,Mahindra Xylo E8,Mahindra,2010,380000,72000,Diesel,Individual,Manual,Second Owner
3510,Maruti Ritz VDi,Maruti,2013,240000,60000,Diesel,Individual,Manual,Second Owner
3511,Hyundai Santro Xing,Hyundai,2006,80000,110000,Petrol,Individual,Manual,First Owner
3512,Hyundai i10 Era,Hyundai,2013,265000,50000,Petrol,Individual,Manual,First Owner
3513,Hyundai EON Magna,Hyundai,2018,320000,25000,Petrol,Individual,Manual,First Owner
3514,Nissan Terrano XL,Nissan,2014,500000,120000,Diesel,Individual,Manual,Third Owner
3515,Hyundai Creta 1.6,Hyundai,2016,1300000,55000,Diesel,Individual,Manual,First Owner
3516,Mahindra Scorpio S11,Mahindra,2018,1500000,35000,Diesel,Individual,Manual,First Owner
3517,Toyota Innova Crysta,Toyota,2016,1800000,110000,Diesel,Individual,Automatic,First Owner
3518,Mahindra XUV500 W6,Mahindra,2014,600000,80000,Diesel,Individual,Manual,Second Owner
3519,Tata Tiago 1.2,Tata,2018,420000,80000,Petrol,Individual,Manual,First Owner
3520,Maruti Zen Estilo,Maruti,2009,140000,120000,Petrol,Individual,Manual,First Owner
3521,Skoda Laura Ambiente,Skoda,2010,300000,100000,Diesel,Individual,Manual,Second Owner
3522,Hyundai Santro Xing,Hyundai,2006,100000,60000,Petrol,Dealer,Manual,Second Owner
3523,Maruti Alto K10,Maruti,2017,350000,25000,Petrol,Dealer,Manual,First Owner
3524,Ford EcoSport 1.5,Ford,2018,850000,19000,Petrol,Dealer,Manual,First Owner
3525,Maruti Alto LX,Maruti,2008,140000,54000,Petrol,Dealer,Manual,First Owner
3526,Ford Aspire Titanium,Ford,2015,550000,17100,Petrol,Dealer,Manual,Second Owner
3527,Hyundai Grand i10,Hyundai,2017,525000,19000,Petrol,Dealer,Automatic,First Owner
3528,Ford Ecosport 1.5,Ford,2015,470000,146000,Diesel,Dealer,Manual,First Owner
3529,Ford Endeavour 3.0L,Ford,2013,900000,98000,Diesel,Dealer,Automatic,First Owner
3530,Ford Endeavour 2.5L,Ford,2011,500000,224642,Diesel,Dealer,Manual,Second Owner
3531,Maruti Zen LXI,Maruti,1998,80000,120000,Petrol,Individual,Manual,Second Owner
3532,Mahindra Verito 1.5,Mahindra,2011,175000,175000,Diesel,Individual,Manual,First Owner
3533,Mahindra XUV500 AT,Mahindra,2017,1350000,15000,Diesel,Individual,Automatic,Second Owner
3534,Renault Duster 110PS,Renault,2017,800000,50000,Diesel,Individual,Manual,First Owner
3535,Datsun RediGO 1.0,Datsun,2017,250000,15000,Petrol,Individual,Manual,First Owner
3536,Maruti Ignis 1.2,Maruti,2018,700000,25000,Petrol,Individual,Automatic,First Owner
3537,Tata Nexon 1.5,Tata,2019,800000,25000,Diesel,Individual,Manual,First Owner
3538,Mahindra XUV500 W6,Mahindra,2013,660000,69000,Diesel,Individual,Manual,First Owner
3539,Maruti Swift VDI,Maruti,2015,465000,60000,Diesel,Individual,Manual,Third Owner
3540,Mahindra Scorpio 2.6,Mahindra,2006,180000,222435,Diesel,Individual,Manual,Second Owner
3541,Maruti Swift Dzire,Maruti,2017,600000,66000,Diesel,Individual,Manual,Third Owner
3542,Ford Fiesta 1.4,Ford,2010,150000,110000,Petrol,Individual,Manual,First Owner
3543,Hyundai Verna 1.6,Hyundai,2014,450000,78000,Diesel,Individual,Manual,Second Owner
3544,Hyundai Elite i20,Hyundai,2019,721000,10000,Petrol,Individual,Manual,First Owner
3545,Maruti Swift 1.2,Maruti,2018,300000,35000,Petrol,Individual,Manual,First Owner
3546,Mahindra Scorpio BSIV,Mahindra,2019,1000000,10000,Diesel,Individual,Manual,First Owner
3547,Renault KWID RXT,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
3548,Mahindra Scorpio LX,Mahindra,2013,450000,120000,Diesel,Individual,Manual,First Owner
3549,Maruti Esteem AX,Maruti,1997,79000,70000,Petrol,Individual,Automatic,First Owner
3550,Ford Figo 1.5D,Ford,2017,545000,40000,Diesel,Individual,Manual,First Owner
3551,Honda Amaze V,Honda,2018,844999,20000,Diesel,Individual,Manual,First Owner
3552,Skoda Rapid 1.5,Skoda,2016,700000,93000,Diesel,Individual,Manual,First Owner
3553,Toyota Etios VD,Toyota,2016,650000,159000,Diesel,Individual,Manual,First Owner
3554,Ford Ecosport 1.5,Ford,2014,525000,75000,Diesel,Individual,Manual,Second Owner
3555,Ford Fiesta Classic,Ford,2006,110000,101100,Diesel,Individual,Manual,Third Owner
3556,Tata Indica Vista,Tata,2011,180000,66000,Diesel,Individual,Manual,First Owner
3557,Hyundai i10 Era,Hyundai,2012,280000,30000,Petrol,Individual,Manual,Second Owner
3558,Renault KWID 1.0,Renault,2019,400000,10000,Petrol,Individual,Manual,First Owner
3559,Mahindra XUV500 W8,Mahindra,2012,625000,126000,Diesel,Individual,Manual,Second Owner
3560,Volkswagen Vento 1.5,Volkswagen,2015,535000,70000,Diesel,Individual,Manual,First Owner
3561,Maruti Swift VDI,Maruti,2017,459999,50000,Diesel,Individual,Manual,First Owner
3562,Mahindra Bolero DI,Mahindra,2010,300000,100000,Diesel,Individual,Manual,First Owner
3563,Honda Civic 1.8,Honda,2007,280000,60000,Petrol,Individual,Automatic,First Owner
3564,Honda Mobilio V,Honda,2014,500000,70000,Petrol,Individual,Manual,First Owner
3565,Hyundai Creta 1.6,Hyundai,2019,1200000,1200,Petrol,Individual,Manual,First Owner
3566,Renault KWID RXT,Renault,2016,300000,40000,Petrol,Individual,Manual,First Owner
3567,Tata Manza ELAN,Tata,2011,180000,80000,Diesel,Individual,Manual,Third Owner
3568,Hyundai i10 Sportz,Hyundai,2011,180000,134444,Petrol,Individual,Automatic,Second Owner
3569,Maruti Alto LXi,Maruti,2009,78000,120000,Petrol,Individual,Manual,Second Owner
3570,Nissan Micra Diesel,Nissan,2011,160000,120000,Diesel,Individual,Manual,First Owner
3571,Mahindra Scorpio VLX,Mahindra,2014,600000,238000,Diesel,Individual,Manual,First Owner
3572,Maruti Wagon R,Maruti,2008,110000,100000,Petrol,Individual,Manual,Second Owner
3573,Mahindra Bolero SLX,Mahindra,2011,450000,110000,Diesel,Individual,Manual,Second Owner
3574,Mahindra Scorpio S9,Mahindra,2019,1350000,35000,Diesel,Individual,Manual,First Owner
3575,Honda City 1.3,Honda,2003,120000,165000,Petrol,Individual,Manual,Second Owner
3576,Honda BR-V i-DTEC,Honda,2018,1040000,42000,Diesel,Individual,Manual,First Owner
3577,Hyundai Grand i10,Hyundai,2014,390000,70000,Diesel,Individual,Manual,Second Owner
3578,Tata Nano Lx,Tata,2011,65000,60000,Petrol,Individual,Manual,Second Owner
3579,Volkswagen Polo Diesel,Volkswagen,2013,320000,115000,Diesel,Individual,Manual,Third Owner
3580,Volkswagen Ameo 1.5,Volkswagen,2017,720000,70000,Diesel,Individual,Manual,First Owner
3581,Maruti Swift ZXI,Maruti,2007,220000,80000,Petrol,Individual,Manual,Second Owner
3582,Maruti Wagon R,Maruti,2011,225000,65000,Petrol,Dealer,Manual,First Owner
3583,Tata Manza Aura,Tata,2010,200000,150000,Diesel,Individual,Manual,Second Owner
3584,Toyota Etios GD,Toyota,2015,434999,75000,Diesel,Dealer,Manual,Second Owner
3585,Ford Figo Diesel,Ford,2012,300000,63700,Diesel,Individual,Manual,First Owner
3586,Honda Amaze VX,Honda,2018,700000,74800,Diesel,Individual,Manual,First Owner
3587,Ford Endeavour 2.5L,Ford,2009,500000,105000,Diesel,Individual,Manual,Second Owner
3588,Renault Duster 85PS,Renault,2016,500000,40000,Diesel,Individual,Manual,First Owner
3589,Maruti Ritz LDi,Maruti,2016,400000,90000,Diesel,Individual,Manual,Second Owner
3590,Toyota Corolla Altis,Toyota,2015,825000,75000,Diesel,Dealer,Manual,Second Owner
3591,Maruti Swift Dzire,Maruti,2018,720000,15000,Diesel,Individual,Manual,First Owner
3592,Maruti 800 AC,Maruti,2009,110000,30000,Petrol,Individual,Manual,Second Owner
3593,Mahindra Scorpio VLX,Mahindra,2014,600000,100000,Diesel,Individual,Manual,Second Owner
3594,Mahindra Scorpio VLX,Mahindra,2009,275000,155000,Diesel,Individual,Automatic,Third Owner
3595,Land Rover Range,Land,2012,2349000,149000,Diesel,Individual,Automatic,Second Owner
3596,Hyundai i20 1.4,Hyundai,2017,740000,60000,Diesel,Individual,Manual,First Owner
3597,Maruti Baleno Alpha,Maruti,2017,800000,90000,Diesel,Individual,Manual,First Owner
3598,Hyundai Verna CRDi,Hyundai,2019,1100000,100000,Diesel,Individual,Manual,First Owner
3599,BMW X1 sDrive20d,BMW,2012,750000,100000,Diesel,Individual,Automatic,Second Owner
3600,Maruti Alto K10,Maruti,2012,200000,90000,Petrol,Individual,Manual,Second Owner
3601,Tata Spacio SA,Tata,2009,210000,75000,Diesel,Individual,Manual,First Owner
3602,Maruti Swift VDI,Maruti,2009,270000,120000,Diesel,Individual,Manual,Second Owner
3603,Toyota Etios 1.4,Toyota,2016,630000,90000,Diesel,Individual,Manual,Second Owner
3604,Hyundai Xcent 1.2,Hyundai,2015,375000,55000,Petrol,Individual,Manual,First Owner
3605,Mahindra Xylo D2,Mahindra,2010,300000,70000,Diesel,Individual,Manual,First Owner
3606,Mahindra Bolero Power,Mahindra,2016,580000,95000,Diesel,Individual,Manual,Second Owner
3607,Hyundai Verna 1.4,Hyundai,2014,550000,50000,Diesel,Individual,Manual,First Owner
3608,Maruti Ciaz ZDi,Maruti,2016,750000,50000,Diesel,Individual,Manual,First Owner
3609,Maruti Omni E,Maruti,2014,250000,60516,Petrol,Individual,Manual,First Owner
3610,Hyundai Verna 1.6,Hyundai,2012,434999,235000,Diesel,Individual,Manual,Second Owner
3611,Mercedes-Benz E-Class 280,Mercedes-Benz,2007,900000,76731,Diesel,Dealer,Automatic,First Owner
3612,Maruti Swift ZDI,Maruti,2016,685000,64000,Diesel,Dealer,Manual,First Owner
3613,Maruti Swift VDI,Maruti,2014,540000,65000,Diesel,Dealer,Manual,First Owner
3614,Honda City i-VTEC,Honda,2018,1165000,13000,Petrol,Dealer,Automatic,Test Drive Car
3615,Ford Ecosport 1.5,Ford,2014,610000,77000,Diesel,Dealer,Manual,First Owner
3616,Hyundai EON Era,Hyundai,2011,254999,24000,Petrol,Dealer,Manual,First Owner
3617,Nissan Micra Active,Nissan,2014,280000,63840,Petrol,Dealer,Manual,First Owner
3618,Tata Tiago 1.2,Tata,2017,370000,25000,Petrol,Individual,Manual,First Owner
3619,Tata New Safari,Tata,2011,459999,76400,Diesel,Individual,Manual,Second Owner
3620,Maruti Zen LX,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
3621,Maruti Zen LX,Maruti,1998,42000,70000,Petrol,Individual,Manual,Third Owner
3622,Fiat Linea Active,Fiat,2011,190000,80000,Diesel,Individual,Manual,Third Owner
3623,Fiat Punto 1.4,Fiat,2010,165000,100000,Petrol,Individual,Manual,Fourth & Above Owner
3624,Ford EcoSport 1.5,Ford,2017,710000,40000,Diesel,Individual,Manual,First Owner
3625,Hyundai Creta 1.6,Hyundai,2018,1200000,15000,Petrol,Individual,Manual,First Owner
3626,Maruti Zen Estilo,Maruti,2011,229999,70000,Petrol,Individual,Manual,First Owner
3627,Renault KWID RXT,Renault,2018,310000,15000,Petrol,Individual,Manual,First Owner
3628,Maruti Wagon R,Maruti,2015,320000,40000,Petrol,Individual,Manual,First Owner
3629,Maruti 800 AC,Maruti,2006,100000,54000,Petrol,Individual,Manual,First Owner
3630,Hyundai Verna CRDi,Hyundai,2009,160000,90000,Diesel,Individual,Manual,First Owner
3631,Maruti 800 AC,Maruti,2007,60000,52000,Petrol,Individual,Manual,First Owner
3632,Tata Indigo LS,Tata,2012,100000,200000,Diesel,Individual,Manual,Third Owner
3633,Chevrolet Beat Diesel,Chevrolet,2016,350000,35000,Diesel,Individual,Manual,Second Owner
3634,Renault Duster 110PS,Renault,2017,700000,60000,Diesel,Individual,Manual,First Owner
3635,Maruti Alto K10,Maruti,2017,300000,31489,Petrol,Individual,Manual,First Owner
3636,Hyundai i20 1.4,Hyundai,2018,830000,40000,Diesel,Individual,Manual,First Owner
3637,Mahindra Quanto C6,Mahindra,2013,220000,110000,Diesel,Individual,Manual,First Owner
3638,Tata Indigo LX,Tata,2009,130000,50000,Diesel,Individual,Manual,First Owner
3639,Hyundai i20 1.2,Hyundai,2012,330000,44000,Petrol,Individual,Manual,First Owner
3640,Honda City 1.5,Honda,2010,254999,90000,Petrol,Individual,Manual,Second Owner
3641,Hyundai Verna 1.6,Hyundai,2014,600000,50000,Petrol,Individual,Manual,Second Owner
3642,Hyundai i10 Magna,Hyundai,2012,210000,50000,Petrol,Individual,Manual,First Owner
3643,Maruti Zen Estilo,Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner
3644,Maruti Esteem Vxi,Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner
3645,Toyota Innova 2.5,Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner
3646,Hyundai Verna Transform,Hyundai,2010,229999,70000,Petrol,Individual,Manual,First Owner
3647,Hyundai i20 Magna,Hyundai,2013,400000,100000,Diesel,Individual,Manual,First Owner
3648,Maruti Gypsy King,Maruti,2005,300000,70000,Petrol,Individual,Manual,Second Owner
3649,Ford Figo Diesel,Ford,2013,300000,50000,Diesel,Individual,Manual,First Owner
3650,Ford Fiesta 1.4,Ford,2009,80000,180000,Diesel,Individual,Manual,Second Owner
3651,Maruti 800 AC,Maruti,2008,80000,50000,Petrol,Individual,Manual,Second Owner
3652,Maruti Esteem Vxi,Maruti,2007,100000,90000,Petrol,Individual,Manual,Second Owner
3653,Tata Indica Vista,Tata,2012,300000,110000,Diesel,Individual,Manual,First Owner
3654,Maruti Baleno Zeta,Maruti,2018,700000,26000,Petrol,Individual,Automatic,First Owner
3655,Maruti Vitara Brezza,Maruti,2016,975000,65000,Diesel,Individual,Manual,First Owner
3656,Chevrolet Captiva LT,Chevrolet,2009,500000,130000,Diesel,Individual,Manual,First Owner
3657,Renault Duster 85PS,Renault,2013,550000,75000,Diesel,Individual,Manual,Second Owner
3658,Nissan Terrano XV,Nissan,2014,550000,110000,Diesel,Individual,Manual,Second Owner
3659,Maruti Alto K10,Maruti,2014,240000,50000,Petrol,Individual,Manual,First Owner
3660,Maruti 800 Std,Maruti,1997,50000,80000,Petrol,Individual,Manual,Second Owner
